surname,forename,gender,id,balance,age,start,profession,online,single num,weight_num,null,single cat,weight_cat
Finder,Lesley,F,CU_2589090,121.69,61.476,01-17-18,,,1.0,1,,A,A
Mcdannell,Lupe,M,CU_8282532,280.9,45.892,10-06-18,Data Coordiator,0.0,1.0,1,,,A
Leroux,Charity,F,CU_5587365,66.55,63.321,04-27-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Mccamy,Aahil ,M,CU_5136804,135.87,,07-20-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Grayer,Hubert,M,CU_5480874,215.66,35.875,02-09-18,,,1.0,1,,,A
Zbranek,Wm,M,CU_7758254,139.1,32.801,07-02-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Herbel,Joni,F,CU_6578607,154.35,57.067,06-19-18,Librarian,0.0,1.0,1,,A,A
Conzemius,Jean,M,CU_1532336,133.55,64.788,08-05-18,Design Engineer,0.0,1.0,1,,,A
Evilsizor,Vern,M,CU_7365039,117.82,,04-08-18,Assistant Manager,1.0,1.0,1,,,A
Manigold,Mujtaba ,M,CU_6758831,167.74,65.46,03-21-18,Software Engineer IV,0.0,1.0,1,,A,A
Deming,Millicent ,F,CU_1925555,136.77,,11-23-18,,,1.0,1,,A,A
Kura,Rayhan ,M,CU_2728369,115.58,56.135,06-17-18,Software Engineer IV,,1.0,1,,A,A
Aflalo,Christine ,F,CU_1769909,135.19,30.003,06-29-18,Data Coordiator,0.0,1.0,1,,,A
Copsey,Romilly ,F,CU_3506614,138.24,,09-21-18,Assistant Manager,0.0,,1,,A,A
Haaland,Daryl,M,CU_8462766,145.19,29.084,11-13-18,Software Engineer IV,1.0,1.0,1,,,A
Bridgford,Tyrone,M,CU_3342776,156.47,41.1,06-25-18,Data Coordiator,,1.0,1,,A,A
Leischner,Ernie,M,CU_5431737,146.76,25.474,07-20-18,Assistant Manager,0.0,1.0,1,,,A
Terrible,Aden ,M,CU_9732538,172.11,,01-14-18,Assistant Manager,1.0,,1,,,A
Kini,Gareth ,M,CU_4981176,175.06,29.557,07-16-18,Assistant Manager,0.0,1.0,1,,A,A
Berns,Lupe,F,CU_7078332,162.49,60.81,07-29-18,Software Engineer IV,0.0,1.0,1,,,A
Rybacki,Bernard,M,CU_8569277,214.02,,02-11-18,Software Engineer IV,0.0,1.0,1,,,A
Gaudett,Adeline,F,CU_4268476,135.59,59.125,09-17-18,Information Systems Manager,0.0,1.0,1,,A,A
Dunnahoo,Merle,F,CU_5685692,175.54,54.566,08-15-18,Data Coordiator,0.0,1.0,1,,,A
Stoffel,Lenny ,M,CU_2507200,176.28,48.257,02-12-18,Librarian,0.0,,1,,,A
Orihuela,Malik ,M,CU_3441088,147.24,,02-19-18,Assistant Manager,0.0,1.0,1,,A,A
Tacket,Eli ,M,CU_7561666,199.74,36.888,03-02-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Blanding,Courtney,M,CU_2572739,289.6,39.739,11-17-18,Assistant Manager,0.0,1.0,1,,A,A
Garraghty,Macsen ,M,CU_6619587,437.6,45.962,09-30-18,Software Engineer IV,,1.0,1,,,A
Gigler,Saad ,M,CU_5317061,201.19,36.891,06-06-18,Payment Adjustment Coordinator,0.0,,1,,,A
Merando,Keaton ,M,CU_7815623,117.77,67.847,10-25-18,Software Engineer IV,,,1,,,A
Risto,Izzy ,F,CU_1040841,167.22,59.354,03-29-18,Software Engineer IV,1.0,1.0,1,,,A
Hormuth,Tod,M,CU_8413652,463.8,,09-09-18,Sales Associate,,,1,,A,A
Bevell,Robert ,M,CU_6595028,155.64,46.515,01-10-18,Assistant Manager,0.0,,1,,A,A
Vanvalkenbur,Kendall,M,CU_9806294,180.61,61.957,06-07-18,Software Engineer IV,0.0,1.0,2,,A,C
Bulat,Flynn ,M,CU_7160279,194.21,64.07,05-07-18,Librarian,,1.0,1,,,A
Desrocher,Kirsten,F,CU_4727252,350.29,59.873,07-11-18,Software Engineer IV,,1.0,1,,,A
Kiflezghie,Hugo ,M,CU_2752981,45.75,82.852,04-10-18,,,,1,,,A
Avilla,Ayman ,M,CU_4596187,108.17,29.741,01-01-18,Senior Sales Associate,0.0,1.0,1,,A,A
Lauthern,Josefina,F,CU_5620187,107.19,35.543,11-17-18,Data Coordiator,0.0,1.0,1,,A,A
Richert,Caio ,M,CU_1745372,92.32,26.202,05-25-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Yochum,Patricia,F,CU_7610846,173.7,68.7,04-17-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Buglione,Salman ,M,CU_4768222,198.74,56.784,08-20-18,Social Worker,,,1,,A,A
Gitto,Jamaal,M,CU_3547611,306.95,43.857,08-05-18,Assistant Manager,0.0,1.0,1,,,A
Moelter,Mahir ,M,CU_4493993,211.91,26.759,10-19-18,,,1.0,1,,,A
Kalen,Josue,M,CU_6308324,132.6,58.872,04-14-18,Assistant Manager,0.0,1.0,1,,,A
Silvi,Phillip ,M,CU_9978345,175.92,62.532,08-25-18,Information Systems Manager,,1.0,1,,A,A
Kieff,Cody ,M,CU_8151530,277.98,34.684,07-03-18,,0.0,1.0,1,,A,A
Srsen,Santino ,M,CU_6144491,171.69,69.961,06-17-18,Statistician III,0.0,1.0,1,,A,A
Baumgarn,Wilton,M,CU_4653546,139.16,56.837,05-29-18,Data Coordiator,,1.0,1,,,A
Cenat,Erica ,F,CU_3760621,151.09,27.308,07-19-18,,0.0,1.0,1,,A,A
Scherrman,Rayan ,M,CU_3580393,243.68,,05-10-18,Information Systems Manager,0.0,,1,,A,A
Briz,Austin ,M,CU_8315374,124.94,30.274,11-10-18,Statistician III,,1.0,1,,,A
Speidel,Erwin,M,CU_7381490,123.58,52.664,03-17-18,Data Coordiator,,1.0,1,,A,A
Gallihugh,Len,M,CU_9896435,219.81,40.377,10-28-18,Software Engineer IV,,1.0,1,,,A
Kung,Margaret ,F,CU_7832052,131.93,40.336,03-13-18,Payment Adjustment Coordinator,1.0,,1,,,A
Camisa,Elinor ,F,CU_5849589,94.73,52.288,10-14-18,Software Engineer IV,0.0,1.0,1,,,A
Wiebers,Dick,M,CU_3277300,128.87,59.274,01-29-18,Assistant Manager,0.0,1.0,1,,,A
Schmitzer,Danny,M,CU_2286075,127.59,,06-15-18,,,,1,,,A
Caberto,Shauna,F,CU_7397883,311.37,30.168,04-23-18,,1.0,1.0,1,,A,A
Belvin,Myla ,F,CU_5284349,229.77,59.56,01-22-18,Social Worker,,1.0,1,,A,A
Seth,Emmett,M,CU_4530685,538.1,59.996,06-03-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Vallon,Francisco,M,CU_9585151,238.79,58.329,08-14-18,Assistant Manager,,1.0,1,,A,A
Cerce,Kenton,M,CU_5374467,216.89,53.465,04-25-18,Assistant Manager,,1.0,1,,A,A
Mcneil,Xavier ,M,CU_5972487,228.23,24.718,06-04-18,Payment Adjustment Coordinator,,1.0,1,,,A
Chaput,Tymon ,M,CU_7717384,153.68,21.903,01-03-18,Design Engineer,,1.0,1,,,A
Achzet,Harvey,M,CU_9667081,137.7,62.609,07-29-18,Assistant Manager,1.0,1.0,1,,A,A
Luebbering,Beatrice,F,CU_6193674,270.86,21.551,08-13-18,Senior Sales Associate,0.0,,1,,,A
Kies,John ,M,CU_2499079,168.43,55.221,05-05-18,Actuary,0.0,1.0,1,,,A
Shubrick,Rory,M,CU_2122256,122.37,57.631,05-15-18,Sales Associate,0.0,1.0,1,,A,A
Sanluis,Marlie ,F,CU_8315409,147.69,56.946,08-24-18,Information Systems Manager,0.0,1.0,1,,A,A
Mccrobie,Joshua ,M,CU_9167378,54.3,,04-11-18,Senior Sales Associate,0.0,,1,,A,A
Farrelly,Dena,F,CU_6636051,162.04,30.103,07-14-18,Librarian,1.0,1.0,1,,,A
Madin,Louis,M,CU_8815125,72.79,24.126,11-15-18,Librarian,0.0,1.0,1,,,A
Tatsak,Shayla ,F,CU_6218262,154.29,26.308,10-14-18,,,,1,,A,A
Tintle,Alonzo,M,CU_4858391,485.99,,10-25-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Villarin,Hamzah ,M,CU_3154455,616.18,58.535,12-14-18,Safety Technician IV,0.0,1.0,1,,A,A
Doran,Kenya,F,CU_8995359,200.29,41.633,08-19-18,Software Engineer IV,0.0,1.0,1,,,A
Chermak,Jan ,M,CU_4096544,156.41,32.588,08-20-18,Computer Systems Analyst II,0.0,1.0,1,,A,A
Moldovan,Barbara ,F,CU_1499681,154.14,,11-23-18,Sales Associate,0.0,1.0,1,,A,A
Walker,Isaiah ,M,CU_3605026,118.69,58.723,02-12-18,Data Coordiator,0.0,1.0,1,,,A
Raynor,Malinda,F,CU_3924511,200.36,53.87,11-03-18,Senior Sales Associate,1.0,1.0,1,,A,A
Mollema,Adan,M,CU_4383268,206.79,22.118,06-27-18,Computer Systems Analyst II,,1.0,1,,A,A
Longford,Claudio,M,CU_6292004,100.3,56.143,12-03-18,Social Worker,0.0,1.0,1,,A,A
Vacchiano,Colby ,M,CU_2130472,246.1,33.412,01-23-18,,,,1,,A,A
Hoskey,Camille ,F,CU_4424237,174.77,36.511,12-03-18,Data Coordiator,0.0,1.0,1,,,A
Strevel,Imran ,M,CU_9511470,198.72,,09-25-18,Software Engineer IV,,1.0,1,,,A
Weyhrauch,Katy ,F,CU_1016367,117.94,47.439,11-02-18,Software Engineer IV,,,1,,,A
Noon,Timmy,M,CU_7701037,177.25,67.241,04-18-18,Assistant Manager,,,1,,A,A
Krizan,Wilford,M,CU_6332977,587.9,64.003,12-28-18,Software Engineer IV,,1.0,1,,A,A
Lesley,Gino,M,CU_1745459,143.59,30.375,08-10-18,Data Coordiator,0.0,1.0,1,,,A
Skipper,Autumn,F,CU_3015221,150.26,36.347,06-29-18,,,,1,,,A
Urion,Hong,M,CU_2654774,168.35,37.822,10-06-18,Software Engineer IV,0.0,1.0,1,,A,A
Thronton,Emre ,M,CU_6160950,172.55,59.796,05-10-18,Data Coordiator,0.0,1.0,1,,A,A
Tam,Joel ,M,CU_2728501,120.04,29.189,01-28-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Fauth,Gordon,M,CU_9863737,61.39,21.808,01-08-18,Software Engineer IV,,1.0,1,,A,A
Bartlette,Benedict,M,CU_6251068,186.18,69.93,02-05-18,Software Engineer IV,0.0,1.0,1,,A,A
Caulk,Irwin,M,CU_3768893,122.43,34.168,08-15-18,Data Coordiator,,1.0,1,,,A
Mcmenimen,Alistair ,M,CU_3965503,148.03,68.72,11-04-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Ladeau,Janelle,F,CU_4555327,147.71,38.693,08-27-18,,,1.0,1,,A,A
Fornea,Leland,M,CU_5128771,175.92,56.204,01-16-18,Data Coordiator,1.0,1.0,1,,A,A
Deegan,Ayden ,M,CU_9749061,226.35,37.889,05-20-18,,0.0,1.0,1,,,A
Hurter,Geoffrey,M,CU_8348234,103.72,,08-11-18,Assistant Manager,0.0,1.0,1,,,A
Prodoehl,Billie ,F,CU_1434194,151.91,47.624,12-20-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Sartor,Rene,M,CU_1237587,261.68,51.445,03-08-18,Structural Engineer,1.0,1.0,1,,A,A
Plane,Rafael,M,CU_8602196,150.95,26.51,04-02-18,Data Coordiator,0.0,,1,,,A
Brokaw,Adam,M,CU_9642581,170.22,56.784,10-07-18,Assistant Manager,0.0,,1,,A,A
Hatmaker,Tricia,F,CU_9077333,143.65,35.533,11-26-18,,,1.0,1,,,A
Tokuoka,Jonas,M,CU_6210135,147.6,55.723,07-01-18,Software Engineer IV,0.0,,1,,A,A
Florencio,Eleanor ,F,CU_6488666,196.21,,12-17-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Simonin,Rocco ,M,CU_3916381,131.62,26.511,06-18-18,Software Engineer IV,,1.0,1,,A,A
Bajek,Krish ,M,CU_7807583,129.55,45.378,05-05-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Peaks,Grace,F,CU_2974303,208.06,59.239,06-30-18,Payment Adjustment Coordinator,,1.0,1,,,A
Orochena,Shane ,M,CU_3392097,130.44,54.904,11-05-18,Software Engineer IV,,1.0,1,,,A
Knesel,Jamie,F,CU_5972577,144.67,56.396,01-04-18,Data Coordiator,,1.0,1,,,A
Balzano,Melva,F,CU_4457057,321.56,57.177,04-30-18,Software Engineer IV,,1.0,1,,A,A
Collella,Emmanuella ,F,CU_5882469,132.04,31.251,02-25-18,Assistant Manager,,,1,,,A
Walzer,Drew,M,CU_7643750,822.81,51.479,03-07-18,Assistant Manager,0.0,1.0,1,,A,A
Bigler,Carson,M,CU_3973735,129.54,49.045,12-13-18,,0.0,1.0,1,,,A
Emberger,Abdullah ,M,CU_2204264,120.06,59.311,07-03-18,Senior Sales Associate,,1.0,1,,,A
Shimonishi,Vinny ,M,CU_5980778,180.98,38.872,10-04-18,Software Engineer IV,0.0,1.0,1,,A,A
Lingg,River ,F,CU_7537258,61.73,27.181,04-07-18,,,1.0,1,,A,A
Barrieau,Frank,M,CU_8143466,154.08,37.313,03-17-18,Senior Sales Associate,0.0,1.0,1,,,A
Yarbough,Moshe,M,CU_8864368,183.52,33.853,04-25-18,Actuary,,1.0,1,,A,A
Pollock,Persephone ,F,CU_7398001,200.69,,10-02-18,Actuary,0.0,,1,,A,A
Cokel,Dennis ,M,CU_8159857,66.04,56.994,11-05-18,Software Engineer IV,,,1,,A,A
Horvath,Leona,F,CU_5800566,153.14,26.945,11-05-18,Assistant Manager,0.0,,1,,A,A
Shiel,Marquita,F,CU_2867830,106.02,61.657,12-15-18,Assistant Manager,,,1,,A,A
Campisi,Will,M,CU_1311354,148.06,,05-13-18,Data Coordiator,1.0,,1,,,A
Langholz,Omari ,M,CU_8725115,269.43,56.775,06-04-18,Structural Engineer,1.0,1.0,1,,A,A
Dazzi,Rodolfo,M,CU_3277435,217.0,,09-23-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Musgraves,Iestyn ,M,CU_2450043,585.9,21.349,10-20-18,Software Engineer IV,0.0,1.0,1,,,A
Parado,Eddie,M,CU_2105983,216.36,43.612,02-17-18,Software Engineer IV,0.0,1.0,1,,A,A
Riding,Guy,M,CU_9396864,156.53,25.137,07-01-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Gaudette,Ralph,M,CU_2966143,160.75,57.534,09-11-18,Computer Systems Analyst II,1.0,1.0,1,,,A
Morency,Tammi,F,CU_9953920,183.58,63.291,05-15-18,,1.0,1.0,1,,,A
Oliver,Izaak ,M,CU_6890117,125.99,62.095,09-01-18,Senior Sales Associate,0.0,1.0,1,,A,A
Raposa,Evangeline,F,CU_9560712,120.28,56.577,07-27-18,,,1.0,1,,,A
Georgiadis,Raihan ,M,CU_1294986,82.73,30.532,11-12-18,Software Engineer IV,0.0,1.0,1,,A,A
Picon,Freda ,F,CU_8381066,287.34,56.448,10-18-18,Software Engineer IV,1.0,1.0,1,,A,A
Megginson,Dale,F,CU_6464144,206.94,55.346,10-03-18,Payment Adjustment Coordinator,0.0,1.0,1,,A,A
Magana,Kasey,F,CU_1442449,159.48,45.345,08-10-18,Social Worker,,1.0,1,,,A
Willrett,Miriam ,F,CU_7799443,167.3,38.007,07-25-18,Software Engineer IV,0.0,1.0,1,,,A
Titze,Cassius ,M,CU_8462995,300.75,43.432,01-05-18,Statistician III,0.0,1.0,1,,A,A
Aja,Savannah,F,CU_7094934,219.39,34.928,07-15-18,Software Engineer IV,0.0,1.0,1,,,A
Zieba,Luc ,M,CU_5415579,138.93,32.927,06-26-18,Software Engineer IV,,1.0,1,,A,A
Sugerman,Fionn ,M,CU_7520925,228.89,51.768,04-29-18,Software Engineer IV,0.0,1.0,1,,,A
Bohlke,Sheryl,F,CU_3138207,118.95,34.878,06-08-18,Senior Sales Associate,0.0,1.0,1,,,A
Bord,Clarence,M,CU_2654879,102.28,44.673,05-08-18,Software Engineer IV,0.0,1.0,1,,,A
Tichi,Melissa,F,CU_1000097,413.36,50.841,02-08-18,Librarian,0.0,1.0,1,,,A
Edgehill,Ieuan ,M,CU_3130018,202.84,58.999,01-09-18,Software Engineer IV,,1.0,1,,A,A
Iredale,Lilli ,F,CU_4047527,143.14,37.792,11-03-18,Senior Sales Associate,1.0,,1,,,A
Pichard,Lacy ,F,CU_9536168,230.24,64.781,12-18-18,,,1.0,1,,A,A
Halward,Jacob,M,CU_1516200,154.55,33.172,08-12-18,Librarian,,1.0,1,,A,A
Shaefer,Bernice,F,CU_2704045,161.51,57.557,03-30-18,Senior Sales Associate,0.0,1.0,1,,A,A
Grabe,Monty,M,CU_1770161,127.81,44.702,08-06-18,Software Engineer IV,0.0,,1,,A,A
Arbogust,Jimmy ,M,CU_5210804,163.6,56.706,10-27-18,Software Engineer IV,0.0,1.0,1,,,A
Kelau,Penelope ,F,CU_6095542,93.01,,07-11-18,Social Worker,1.0,1.0,1,,,A
Solkowitz,Ross,M,CU_6382269,414.3,59.089,07-16-18,Actuary,0.0,,1,,A,A
Hesters,Colton,M,CU_4121280,105.58,37.192,07-02-18,Data Coordiator,1.0,1.0,1,,,A
Pitchford,Ronny,M,CU_8086210,158.48,71.309,10-07-18,Software Engineer IV,,,1,,A,A
Weavers,Rolando,M,CU_3859139,376.55,,04-24-18,Information Systems Manager,0.0,1.0,1,,A,A
Boeving,Fletcher,M,CU_4031172,125.97,43.715,04-02-18,Information Systems Manager,1.0,1.0,1,,,A
Jagger,Lia ,F,CU_6628036,180.68,57.501,02-04-18,Design Engineer,0.0,1.0,1,,,A
Burrill,Oakley ,M,CU_4219593,125.23,59.089,08-05-18,Software Engineer IV,0.0,1.0,1,,,A
Redmann,Anna ,F,CU_6578890,336.06,57.485,04-14-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Koba,Giuseppe,M,CU_8266442,110.87,,06-16-18,Payment Adjustment Coordinator,0.0,,1,,A,A
Hofer,Marcelino,M,CU_7381706,125.06,34.561,11-28-18,Information Systems Manager,0.0,1.0,1,,A,A
Vanez,Leela ,F,CU_6775503,260.95,50.857,02-15-18,Payment Adjustment Coordinator,1.0,1.0,1,,A,A
Kment,Alex ,M,CU_6767311,157.93,41.857,10-06-18,Design Engineer,0.0,1.0,1,,,A
Smock,Zayd ,M,CU_6480593,161.54,59.751,09-28-18,Senior Sales Associate,0.0,1.0,1,,,A
Calmes,Alba,F,CU_7545554,171.35,31.521,01-19-18,Structural Engineer,0.0,1.0,1,,A,A
Mouton,Ira,M,CU_6324947,138.21,60.665,07-23-18,Software Engineer IV,1.0,1.0,1,,,A
Millam,Zac ,M,CU_6505174,121.97,59.012,07-10-18,Statistician III,,1.0,1,,,A
Keeman,Neil,M,CU_9487065,120.48,26.689,01-27-18,Software Engineer IV,,1.0,1,,A,A
Lidey,Riya ,F,CU_8692441,137.1,57.114,01-10-18,Librarian,,1.0,1,,A,A
Klines,Werner,M,CU_8389339,159.74,57.191,02-01-18,Software Engineer IV,1.0,1.0,1,,,A
Herbolsheimer,Alisa ,F,CU_3818207,167.26,,02-23-18,Senior Sales Associate,1.0,,1,,A,A
Dawe,Merlin,M,CU_1041120,137.34,,03-12-18,,0.0,1.0,1,,A,A
Marusarz,Art,M,CU_1966817,194.74,,03-15-18,Payment Adjustment Coordinator,,1.0,1,,,A
Oesch,Kris,F,CU_5063393,127.62,58.335,10-27-18,Assistant Manager,0.0,1.0,1,,,A
Jellison,Alejandro ,M,CU_6292195,169.14,50.629,02-17-18,,0.0,1.0,1,,A,A
Horst,Guadalupe,F,CU_5694181,200.59,43.963,06-17-18,Information Systems Manager,,1.0,1,,A,A
Kruebbe,Scottie,M,CU_2384613,124.97,47.528,08-03-18,Data Coordiator,0.0,1.0,1,,A,A
Prosak,Maciej ,M,CU_2237160,88.02,59.008,06-24-18,Information Systems Manager,,1.0,1,,A,A
Aman,Hosea,M,CU_7971563,125.08,59.019,10-31-18,Librarian,0.0,1.0,1,,A,A
Vankeuren,Tiago ,M,CU_1032946,168.55,34.075,03-23-18,Software Engineer IV,0.0,,1,,A,A
Bracklin,Angela ,F,CU_4145906,153.65,63.013,03-11-18,Social Worker,0.0,1.0,1,,A,A
Lassere,Kaiden ,M,CU_7209716,122.58,,08-25-18,Software Engineer IV,0.0,1.0,1,,A,A
Baierl,Cassidy ,F,CU_2319093,517.12,29.32,10-19-18,Software Engineer IV,1.0,1.0,1,,A,A
Vassey,Axel ,M,CU_5128950,161.29,59.256,11-18-18,Design Engineer,0.0,1.0,1,,A,A
Mieczkowski,Kiara ,F,CU_5808889,131.06,67.744,09-21-18,Information Systems Manager,,1.0,1,,A,A
Pieretti,Doris,F,CU_1352442,94.25,39.791,06-25-18,Structural Engineer,,1.0,1,,A,A
Rardon,Finnian ,M,CU_8102651,194.66,59.565,01-24-18,Senior Sales Associate,0.0,,1,,A,A
Cdebaca,Jude ,M,CU_3113724,124.58,61.999,10-04-18,Software Engineer IV,,1.0,1,,A,A
Cabag,Carla,F,CU_3072765,55.03,,06-27-18,Assistant Manager,0.0,1.0,1,,A,A
Jeudy,Jennifer,F,CU_9364222,56.94,53.26,04-15-18,Senior Sales Associate,0.0,1.0,1,,A,A
Schutt,Karla,F,CU_8741633,141.07,,12-28-18,Assistant Manager,,,1,,,A
Ruoff,Caspar ,M,CU_4702978,128.85,,12-05-18,Software Engineer IV,1.0,1.0,1,,,A
Sanders,Dana,M,CU_2351873,224.95,,07-08-18,,0.0,,1,,,A
Kerksiek,Trudy,F,CU_7693064,223.22,,12-07-18,,0.0,,1,,,A
Ermitanio,Talha ,M,CU_2417420,165.16,57.873,01-15-18,Assistant Manager,1.0,1.0,1,,A,A
Mcmurtry,Summer-Rose ,F,CU_4498188,121.88,,10-11-18,Assistant Manager,,1.0,1,,A,A
Farinha,Kristina ,F,CU_2401040,505.89,55.641,02-26-18,Senior Sales Associate,,,1,,A,A
Ascolese,Omer,M,CU_2048785,134.21,62.738,06-17-18,Librarian,1.0,1.0,1,,,B
Meja,Deanne,F,CU_4244242,163.27,35.743,05-09-18,Software Engineer IV,1.0,,1,,A,A
Aragon,Dirk,M,CU_8307474,153.76,42.849,12-02-18,Actuary,,1.0,1,,A,A
Matson,Pablo ,M,CU_4080404,117.33,33.938,12-26-18,Senior Sales Associate,0.0,1.0,1,,,A
Borek,Kenzie ,M,CU_5014291,102.66,57.788,07-20-18,Software Engineer IV,0.0,,1,,,A
Camilo,Macie ,F,CU_5767958,166.9,43.536,06-08-18,,0.0,,1,,,A
Garnick,Nadine ,F,CU_4481815,243.46,40.91,10-16-18,Payment Adjustment Coordinator,,1.0,1,,,A
Quirino,Qasim ,M,CU_1614610,233.62,36.616,06-16-18,,0.0,,1,,,A
Mcvicker,Herschel,M,CU_1336089,155.31,36.945,05-28-18,Design Engineer,0.0,1.0,1,,,A
Daskam,Herbie ,M,CU_6087450,137.7,26.622,02-25-18,Design Engineer,1.0,1.0,1,,,A
Toldness,Claire,F,CU_8676125,131.74,55.977,07-09-18,Senior Sales Associate,1.0,1.0,1,,A,A
Benulis,Freddie,M,CU_6456094,171.99,47.661,07-25-18,Assistant Manager,,1.0,1,,A,A
Mossing,Dannie,M,CU_5595935,307.19,,08-20-18,Information Systems Manager,0.0,1.0,1,,,A
Payano,Asa,M,CU_6374176,101.48,25.739,07-19-18,Senior Sales Associate,,1.0,1,,,A
Quam,Rebekah,F,CU_1368865,133.53,,10-13-18,Software Engineer IV,0.0,1.0,1,,A,A
Margulies,Dev ,M,CU_5301026,116.25,52.708,01-03-18,Sales Associate,0.0,1.0,1,,A,A
Stingley,Daria ,F,CU_6423331,274.38,51.68,09-11-18,Statistician III,,,1,,A,A
Fromm,Deangelo,M,CU_9806628,138.29,22.201,08-23-18,Assistant Manager,,1.0,1,,,A
Buchli,Dale ,M,CU_3777311,135.25,38.308,02-14-18,Information Systems Manager,,1.0,1,,,A
Loron,Ruby-May ,F,CU_4424486,313.92,34.424,04-15-18,Safety Technician IV,0.0,1.0,1,,,A
Forslund,Adolfo,M,CU_4055847,126.6,67.033,04-23-18,Librarian,0.0,1.0,1,,,A
Gerhold,Chasity,F,CU_3711782,202.24,35.983,11-16-18,Software Engineer IV,,1.0,1,,A,A
Blaszak,Stephanie ,F,CU_8454946,147.87,32.949,08-01-18,Payment Adjustment Coordinator,0.0,1.0,1,,,A
Budden,Laurie ,M,CU_8192808,258.07,53.634,10-15-18,Assistant Manager,0.0,1.0,1,,A,A
Lanfor,Keeley ,F,CU_7332646,162.43,40.195,12-25-18,Senior Sales Associate,1.0,1.0,1,,A,A
Brunk,Raymond ,M,CU_5251884,139.66,,06-11-18,Software Engineer IV,,1.0,1,,,A
Prokes,Bryon,M,CU_1065772,157.9,50.855,12-01-18,Software Engineer IV,0.0,1.0,1,,A,A
Isassi,Eileen ,F,CU_8282926,202.54,35.568,05-13-18,Software Engineer IV,0.0,1.0,1,,,A
Garn,Juanita,F,CU_6243120,60.9,59.738,08-13-18,Information Systems Manager,,1.0,1,,A,A
Vidot,Ronan ,M,CU_4997939,74.45,65.938,10-13-18,Payment Adjustment Coordinator,,,1,,A,A
Krupinski,Meghan ,F,CU_3531572,98.83,62.373,12-29-18,Payment Adjustment Coordinator,,1.0,1,,A,A
Lurye,Josiah ,M,CU_4219699,46.7,42.494,05-11-18,Software Engineer IV,0.0,,1,,,A
Trass,Lea,F,CU_9528118,268.65,55.834,01-21-18,Data Coordiator,,,1,,A,A
Gawrys,Maria ,F,CU_9085754,145.26,39.948,03-10-18,Software Engineer IV,0.0,1.0,1,,A,A
Henricks,Harriett,F,CU_5931836,214.59,31.688,05-22-18,Assistant Manager,1.0,,1,,,A
Calvino,Lon,M,CU_9904959,497.58,74.356,03-02-18,Software Engineer IV,0.0,1.0,1,,A,A
Hespen,Aaron ,M,CU_5391171,143.12,48.507,02-14-18,Structural Engineer,,1.0,1,,A,A
Mahar,Abu ,M,CU_8225608,39.23,32.311,07-12-18,Information Systems Manager,,1.0,1,,A,A
Battiato,Darci ,F,CU_4088649,385.37,,10-30-18,Assistant Manager,1.0,1.0,2,,A,C
Tuppen,Will ,M,CU_9757514,134.42,33.071,11-09-18,Data Coordiator,0.0,1.0,1,,,A
Bursey,Michale,M,CU_3646285,126.22,20.592,06-22-18,Design Engineer,,1.0,1,,A,A
Petron,Melinda,F,CU_1655629,139.39,27.209,07-24-18,Assistant Manager,,1.0,1,,A,A
Daquila,Julia,F,CU_2925391,450.99,39.088,10-23-18,Assistant Manager,1.0,,1,,,A
Baisden,Paula ,F,CU_5243728,161.62,51.887,06-05-18,Payment Adjustment Coordinator,,1.0,1,,,A
Legree,Mauricio,M,CU_4563793,294.44,,04-19-18,Design Engineer,0.0,1.0,1,,A,A
Holsomback,Carole ,F,CU_3343185,106.41,62.227,08-09-18,Data Coordiator,0.0,1.0,1,,A,A
Rocheford,Therese,F,CU_8053585,146.52,22.665,08-18-18,Data Coordiator,,,1,,A,A
Pooyouma,Isabell ,F,CU_7103317,137.99,56.623,04-17-18,Software Engineer IV,0.0,1.0,1,,A,A
Tutton,Rahma ,F,CU_1254231,137.79,46.4,06-19-18,Data Coordiator,,,1,,,A
Royle,Imogene,F,CU_2130780,169.58,51.654,05-01-18,Software Engineer IV,0.0,1.0,1,,,A
Kanoy,Carmen,F,CU_3416925,132.79,48.269,10-26-18,Safety Technician IV,0.0,1.0,1,,A,A
Samorano,Buck,M,CU_8766301,62.96,35.193,09-22-18,Sales Associate,,1.0,1,,,A
Wisely,Deniz ,M,CU_4401260,209.68,58.933,05-02-18,Structural Engineer,0.0,1.0,1,,A,A
Windhorst,Eric ,M,CU_8340324,149.88,41.489,10-17-18,Payment Adjustment Coordinator,0.0,,1,,A,A
